_ 	tana              	LA TANA
_ 	comitato          	Mortlake è stato portato via per essere interrogato su alcuni stranissimi furetti, ma questo, grazie al cielo, riguarda il Comitato per gli Incantesimi Sperimentali...» «Perché uno si dovrebbe prendere la briga di far rimpicciolire delle chiavi?» chiese George.
_ 	sperimentale      	Mortlake è stato portato via per essere interrogato su alcuni stranissimi furetti, ma questo, grazie al cielo, riguarda il Comitato per gli Incantesimi Sperimentali...» «Perché uno si dovrebbe prendere la briga di far rimpicciolire delle chiavi?» chiese George.
_ 	briga             	Mortlake è stato portato via per essere interrogato su alcuni stranissimi furetti, ma questo, grazie al cielo, riguarda il Comitato per gli Incantesimi Sperimentali...» «Perché uno si dovrebbe prendere la briga di far rimpicciolire delle chiavi?» chiese George.
_ 	benedetto         	Benedetta gente, farebbero qualsiasi cosa per far finta che la magia non esiste, anche quando ce l’hanno sotto il naso... D’altra parte, è da non credersi la roba su cui i nostri fanno gli incantesimi...» «COME LE AUTOMOBILI, PER ESEMPIO?» La signora Weasley era comparsa brandendo un lungo attizzatoio come fosse una spada.
_ 	dardeggiare       	«Proprio così, macchine, Arthur» replicò la signora Weasley con gli occhi dardeggianti.
_ 	scappatoia        	«Arthur Weasley, quando hai scritto quella legge hai fatto in modo che ci fosse una scappatoia!
_ 	armeggiare        	«Così potevi continuare ad armeggiare nel tuo capanno con tutto quel ciarpame babbano!
_ 	ciarpame          	«Così potevi continuare ad armeggiare nel tuo capanno con tutto quel ciarpame babbano!
_ 	favilla           	«Ed è andato tutto bene? V-voglio dire» balbettò mentre gli occhi di sua moglie mandavano faville, «a-avete f-fatto m- molto male, ragazzi... molto molto male...» «Lasciamoli a sbrogliarsela da soli» bisbigliò Ron a Harry, mentre la signora Weasley si gonfiava come un tacchino.
_ 	sbrogliarsi       	«Ed è andato tutto bene? V-voglio dire» balbettò mentre gli occhi di sua moglie mandavano faville, «a-avete f-fatto m- molto male, ragazzi... molto molto male...» «Lasciamoli a sbrogliarsela da soli» bisbigliò Ron a Harry, mentre la signora Weasley si gonfiava come un tacchino.
_ 	timido            	«È strano che sia così timida. Di solito non sta mai zitta...»
_ 	scrostare         	Salirono altre due rampe, fino a raggiungere una porta tutta scrostata con una targa che diceva ‘Stanza di Ronald’.
_ 	spiovente         	Harry entrò, sfiorando con la testa il soffitto spiovente, e sbatté le palpebre: era come entrare in una fornace.
_ 	fornace           	Harry entrò, sfiorando con la testa il soffitto spiovente, e sbatté le palpebre: era come entrare in una fornace.
_ 	arancio           	Quasi tutto, nella stanza di Ron, sembrava essere di un violento color arancio: il copriletto, le pareti, perfino il soffitto.
_ 	animatamente      	Poi Harry si rese conto che Ron aveva ricoperto quasi completamente la consunta carta da parati con poster delle stesse sette persone, che salutavano animatamente, tutti con indosso sgargianti abiti arancioni, e muniti di scope.
_ 	sgargiante        	Poi Harry si rese conto che Ron aveva ricoperto quasi completamente la consunta carta da parati con poster delle stesse sette persone, che salutavano animatamente, tutti con indosso sgargianti abiti arancioni, e muniti di scope.
_ 	munire            	Poi Harry si rese conto che Ron aveva ricoperto quasi completamente la consunta carta da parati con poster delle stesse sette persone, che salutavano animatamente, tutti con indosso sgargianti abiti arancioni, e muniti di scope.
_ 	nona              	«Nona in campionato».
_ 	ammonticchiare    	I libri di scuola di Ron erano ammonticchiati in un angolo, accanto a una pila di fumetti della serie Le avventure di Martin Miggs, il Babbano matto.
_ 	fumetto           	I libri di scuola di Ron erano ammonticchiati in un angolo, accanto a una pila di fumetti della serie Le avventure di Martin Miggs, il Babbano matto.
_ 	acquario          	La bacchetta di Ron era buttata sul davanzale della finestra, sopra un acquario pieno di uova di rana; in un angolino assolato dormiva beatamente Crosta, il topo grigio.
_ 	beatamente        	La bacchetta di Ron era buttata sul davanzale della finestra, sopra un acquario pieno di uova di rana; in un angolino assolato dormiva beatamente Crosta, il topo grigio.
_ 	esercito          	Nei campi, in lontananza, vide un esercito di gnomi ristrisciare furtivi, in fila indiana, sotto la siepe dei Weasley.
_ 	ristrisciare      	Nei campi, in lontananza, vide un esercito di gnomi ristrisciare furtivi, in fila indiana, sotto la siepe dei Weasley.
_ 	indiano           	Nei campi, in lontananza, vide un esercito di gnomi ristrisciare furtivi, in fila indiana, sotto la siepe dei Weasley.
_ 	opinione          	Poi si voltò a guardare Ron, che lo stava osservando piuttosto nervoso, come in attesa della sua opinione.
_ 	tubatura          	Non fa che picchiare sulle tubature e lamentarsi».
