frequent-german-7521,allerlei,"
<div class=""trans"">all kinds of</div>
adj
<br>
Es ist bekannt, dass ein Kater mit allerlei unangenehmen körperlichen Symptomen einhergeht.
<div class=""trans"">-It is known that a hangover is accompanied by all kinds of unpleasant physical symptoms.</div>
"
frequent-german-7522,verkommen,"
<div class=""trans"">depraved; go to waste; decline</div>
adj; vb; N
<br>
Es wäre eine Schande, all dies Essen verkommen zu lassen.
<div class=""trans"">-It would be a shame to let all of this food go to waste.</div>
"
frequent-german-7523,siegreich,"
<div class=""trans"">victorious</div>
adj
<br>
Die Engländer sind in Spanien siegreich, aber in Belgien geschlagen.
<div class=""trans"">-The English are victorious in Spain but are beaten in Belgium.</div>
"
frequent-german-7524,Abendmahl,"
<div class=""trans"">communion</div>
N
<br>
Ich gehe nicht oft zum Abendmahl.
<div class=""trans"">-I don't often go to communion.</div>
"
frequent-german-7525,Signatur,"
<div class=""trans"">signature</div>
F
<br>
Die heruntergeladene Datei enthält keine gültige Signatur.
<div class=""trans"">-The downloaded file does not contain a valid signature.</div>
"
frequent-german-7526,vorbeifahren,"
<div class=""trans"">pass</div>
vb
<br>
Und in dem Moment, als ich vorbeifahren wollte, stand da ein Fußgänger.
<div class=""trans"">-When I tried to pass it, there was a pedestrian.</div>
"
frequent-german-7527,(he)rumfahren,"
<div class=""trans"">drive around</div>
vb
<br>
Und ich werde im offenen Cabrio herumfahren, damit sie jeder sehen kann.
<div class=""trans"">-And I will drive around with the top down, so everyone can see them.</div>
"
frequent-german-7528,kulturell,"
<div class=""trans"">cultural; culturally</div>
adj; adv
<br>
Natürlich spricht es mich kulturell an.
<div class=""trans"">-Of course, it speaks to me culturally.</div>
"
frequent-german-7529,Renaissance,"
<div class=""trans"">Renaissance</div>
F
<br>
Diese Technik feiert gerade eine große Renaissance.
<div class=""trans"">-A technique that is experiencing a renaissance right now.</div>
"
frequent-german-7530,einäugig,"
<div class=""trans"">one-eyed; with one eye</div>
adj; adv
<br>
Ich bin der einäugige König im Land der Blinden.
<div class=""trans"">-I'm the one-eyed king in the land of the blind.</div>
"
frequent-german-7531,mitunter,"
<div class=""trans"">sometimes</div>
adv
<br>
Männer überschätzen mitunter ihre sexuellen Fähigkeiten.
<div class=""trans"">-Men sometimes overestimate their sexual prowess.</div>
"
frequent-german-7532,Gondel,"
<div class=""trans"">gondola</div>
F
<br>
Ich werde in einer Gondel für dich singen.
<div class=""trans"">-I'll sing to you in the gondola.</div>
"
frequent-german-7533,Rasur,"
<div class=""trans"">shave</div>
F
<br>
Immer noch kein Freund von Haarschnitt und Rasur, wie ich sehe.
<div class=""trans"">-Still a stranger to a haircut and a shave, I see.</div>
"
frequent-german-7534,säen,"
<div class=""trans"">sow</div>
vb
<br>
Wir sind bereit, die erste Ernte zu säen.
<div class=""trans"">-We are ready to sow the first crop.</div>
"
frequent-german-7535,energisch,"
<div class=""trans"">energetic; vigorously</div>
adj; adv
<br>
Erstens müssen und werden wir die Verwaltungsreformen energisch vorantreiben.
<div class=""trans"">-Firstly, we must, and will, pursue the administrative reforms vigorously.</div>
"
frequent-german-7536,übernatürlich,"
<div class=""trans"">supernatural; supernaturally</div>
adj; adv
<br>
Was mit deinen Eltern passiert ist, war nicht übernatürlich.
<div class=""trans"">-What happened to your parents wasn't supernatural.</div>
"
frequent-german-7537,Oberbefehlshaber,"
<div class=""trans"">commander-in-chief</div>
M
<br>
Wir kriegen raus, was mit dem Oberbefehlshaber los ist.
<div class=""trans"">-We'll find out what's going on with our Commander-in-Chief.</div>
"
frequent-german-7538,wahrhaben,"
<div class=""trans"">believe</div>
vb
<br>
Ich kann es kaum wahrhaben, dass John Ihnen vertraute.
<div class=""trans"">-It's hard for me to believe that John confided in you.</div>
"
frequent-german-7539,Veröffentlichung,"
<div class=""trans"">release</div>
F
<br>
John war anscheinend bereits vor Veröffentlichung jenes Albums berühmt.
<div class=""trans"">-Apparently, John was already famous before he released that album.</div>
"
frequent-german-7540,abfallen,"
<div class=""trans"">fall off, decrease</div>
vb
<br>
Das wird abfallen, wenn du nicht aufpasst.
<div class=""trans"">-It's going to fall off if you're not careful.</div>
"
frequent-german-7541,willkürlich,"
<div class=""trans"">arbitrarily; arbitrary</div>
adv; adj
<br>
Man fürchtet uns, weil wir die Macht haben, willkürlich zu töten.
<div class=""trans"">-They fear us because we have the power to kill arbitrarily.</div>
"
frequent-german-7542,Rennfahrer,"
<div class=""trans"">racer</div>
M
<br>
Für einen Rennfahrer zählt immer nur das nächste Rennen.
<div class=""trans"">-For a racer, all that ever matters is the next race.</div>
"
frequent-german-7543,Plattenspieler,"
<div class=""trans"">record player</div>
M
<br>
Du hast einen Plattenspieler in deinem Zimmer.
<div class=""trans"">-You have a record player in your room.</div>
"
frequent-german-7544,symbolisieren,"
<div class=""trans"">symbolize</div>
vb
<br>
Die Piktogramme wurden speziell für die Olympischen Spiele in München designt, um jede Disziplin zu symbolisieren.
<div class=""trans"">-The pictograms were designed especially for the Olympic Games in Munich to symbolize each discipline.</div>
"
frequent-german-7545,zerkratzen,"
<div class=""trans"">scratch</div>
vb
<br>
Achten Sie darauf, die Oberflächen nicht zu zerkratzen.
<div class=""trans"">-Be careful not to scratch the surfaces.</div>
"
frequent-german-7546,Generalsekretär,"
<div class=""trans"">Secretary General</div>
M
<br>
Die Notifizierung wird den anderen Vertragsparteien vom Generalsekretär mitgeteilt.
<div class=""trans"">-Such notification shall be communicated by the Secretary-General to the other Contracting Parties.</div>
"
frequent-german-7547,Betäubung,"
<div class=""trans"">anesthesia</div>
F
<br>
Der Eingriff erfolgt unter lokaler Betäubung.
<div class=""trans"">-The operation is performed under local anesthesia.</div>
"
frequent-german-7548,flexibel,"
<div class=""trans"">flexible</div>
adj
<br>
Das integrierte Scripting macht diese Datenerfassungssoftware extrem flexibel.
<div class=""trans"">-The integrated scripting makes this data acquisition software extremely flexible.</div>
"
frequent-german-7549,ersuchen,"
<div class=""trans"">request</div>
vb; N
<br>
Die Vertragsparteien können zur Erörterung etwaiger Fragen um Konsultationen ersuchen.
<div class=""trans"">-The Parties may request consultations to discuss any matter which may arise.</div>
"
frequent-german-7550,Türke,"
<div class=""trans"">Turk</div>
M
<br>
Ihr Freund ist ein Türke.
<div class=""trans"">-Her boyfriend is a Turk.</div>
"
frequent-german-7551,Intimität,"
<div class=""trans"">intimacy</div>
F
<br>
Ich empfinde so eine Intimität Ihnen gegenüber.
<div class=""trans"">-I have this odd sense of intimacy towards you.</div>
"
frequent-german-7552,Spielraum,"
<div class=""trans"">scope</div>
M
<br>
Die Verordnung muss hierfür genügend Spielraum bieten.
<div class=""trans"">-The Regulation must provide adequate scope for meeting these requirements.</div>
"
frequent-german-7553,Verstopfung,"
<div class=""trans"">constipation</div>
F
<br>
Ich habe ihm ein Mittel gegen Verstopfung gegeben.
<div class=""trans"">-I gave him some medicine for constipation.</div>
"
frequent-german-7554,Rowdy,"
<div class=""trans"">thug</div>
M
<br>
Gib dem Rowdy sein Geld zurück.
<div class=""trans"">-Give the thug his money back.</div>
"
frequent-german-7555,zirka,"
<div class=""trans"">approximately</div>
adv
<br>
Die Gesamtsumme beträgt zirka 10 000 Dollar.
<div class=""trans"">-The total is approximately ten thousand dollars.</div>
"
frequent-german-7556,(he)rausreißen,"
<div class=""trans"">tear out</div>
vb
<br>
Aus dem Notizbuch eines Reporters wurde eine Seite herausgerissen.
<div class=""trans"">-A page was torn out of a reporter's notebook.</div>
"
frequent-german-7557,Altenheim,"
<div class=""trans"">nursing home</div>
N
<br>
Ich habe bereits ein gutes Altenheim gefunden.
<div class=""trans"">-I have already found a nice nursing home.</div>
"
frequent-german-7558,Startbahn,"
<div class=""trans"">runway</div>
F
<br>
Die Startbahn ist frei, der Nebel abgezogen.
<div class=""trans"">-The runway is clear, and the fog has lifted.</div>
"
frequent-german-7559,nichtig,"
<div class=""trans"">void</div>
adj
<br>
Eine Absatz 3 widersprechende Vereinbarung ist nichtig.
<div class=""trans"">-Any agreement that contravenes paragraph 3 shall be void.</div>
"
frequent-german-7560,bewölkt,"
<div class=""trans"">cloudy, overcast</div>
adj
<br>
Es war bewölkt, deswegen nahm ich meinen Regenschirm mit.
<div class=""trans"">-It was cloudy, so I took an umbrella with me.</div>
"
frequent-german-7561,einschränken,"
<div class=""trans"">limit</div>
vb2
<br>
Ich möchte den Stromverbrauch meines gesamten Rechenzentrums einschränken.
<div class=""trans"">-I want to limit the power consumption of my entire data center.</div>
"
frequent-german-7562,Bestseller,"
<div class=""trans"">bestseller</div>
M
<br>
Dieses Buch, einst ein Bestseller, wird nicht mehr nachgedruckt.
<div class=""trans"">-This book, which was once a best seller, is now out of print.</div>
"
frequent-german-7563,ignorant,"
<div class=""trans"">ignorant (coll)</div>
adj; M
<br>
Sie sind nur zu ignorant, um das zu erkennen.
<div class=""trans"">-You're just too ignorant to realize it.</div>
"
frequent-german-7564,Platzpatrone,"
<div class=""trans"">blank (cartridge)</div>
F
<br>
Der dritte Schuss war eine Platzpatrone.
<div class=""trans"">-The third shot was a blank.</div>
"
frequent-german-7565,Forum,"
<div class=""trans"">forum</div>
N
<br>
Das Forum war der Mittelpunkt des politischen Lebens im alten Rom.
<div class=""trans"">-The Forum was the center of political life in ancient Rome.</div>
"
frequent-german-7566,Hommage,"
<div class=""trans"">homage</div>
F
<br>
Eine würdige Hommage an einen großen Künstler.
<div class=""trans"">-A worthy homage to a great artist.</div>
"
frequent-german-7567,Versuchskaninchen,"
<div class=""trans"">guinea pig</div>
N
<br>
Zu meinen Studienzeiten war ich ein Versuchskaninchen für die Arzneimittelindustrie.
<div class=""trans"">-In my studies, I was a guinea pig for the pharmaceutical industry.</div>
"
frequent-german-7568,unheilbar,"
<div class=""trans"">incurable; terminally</div>
adj; adv
<br>
Diese Krankheit ist selten, erblich und unheilbar.
<div class=""trans"">-The condition is rare, inherited and incurable.</div>
"
frequent-german-7569,hergerissen,"
<div class=""trans"">conflicted</div>
adj
<br>
Die Sache ist, ich war hin- und hergerissen.
<div class=""trans"">-The point is I was conflicted.</div>
"
frequent-german-7570,zivil,"
<div class=""trans"">civil, civilian</div>
adj
<br>
Menschliches Schild, zivil mit Kind.
<div class=""trans"">-Human Shield, civilian with children.</div>
"
frequent-german-7571,Aufbruch,"
<div class=""trans"">departure, tear</div>
M
<br>
Ich entschuldige mich für meinen plötzlichen Aufbruch.
<div class=""trans"">-I apologize for my sudden departure.</div>
"
frequent-german-7572,Broschüre,"
<div class=""trans"">brochure</div>
F
<br>
Wir senden Ihnen gerne unsere Broschüre.
<div class=""trans"">-We would be pleased to send you our brochure.</div>
"
frequent-german-7573,geschmeidig,"
<div class=""trans"">smooth</div>
adj
<br>
Ich mache das Haar seidig und geschmeidig.
<div class=""trans"">-I leave the hair silky and smooth.</div>
"
frequent-german-7574,unterbinden,"
<div class=""trans"">prevent</div>
vb
<br>
Es ist unsere Pflicht, Unruhe zu unterbinden und Rabauken zu verhaften.
<div class=""trans"">-It is our duty to prevent unrest and to arrest hooligans.</div>
"
frequent-german-7575,abtreiben,"
<div class=""trans"">have an abortion</div>
vb
<br>
Sie will abtreiben und niemandem davon erzählen.
<div class=""trans"">-She's decided to have an abortion and not tell anyone.</div>
"
frequent-german-7576,Zehntel,"
<div class=""trans"">tenth</div>
N/M; nu
<br>
Er hat nicht einmal ein Zehntel des tatsächlichen Wertes bezahlt.
<div class=""trans"">-He paid barely a tenth of its true value.</div>
"
frequent-german-7577,Gefechtsstand,"
<div class=""trans"">command post</div>
M
<br>
Ich habe den Gefechtsstand nicht verlegt!
<div class=""trans"">-I did not move my command post.</div>
"
frequent-german-7578,allerwichtigste,"
<div class=""trans"">most important</div>
adj
<br>
Es ist ja eine der allerwichtigsten Aufgaben der EU überhaupt, für Wettbewerb zu gleichen Bedingungen zu sorgen.
<div class=""trans"">-One of the most important tasks of the EU is to defend competition on equal terms.</div>
"
frequent-german-7579,Zusatz,"
<div class=""trans"">addition, additive</div>
M
<br>
Ich schlage vor, diesen Zusatz zu tilgen.
<div class=""trans"">-I suggest paying for these additions.</div>
"
frequent-german-7580,Spule,"
<div class=""trans"">coil, reel</div>
F
<br>
Die Spule ist mit einem Stromabnahmekontakt verbunden.
<div class=""trans"">-The coil is connected to a current collecting contact.</div>
"
frequent-german-7581,grundgütig,"
<div class=""trans"">gracious</div>
adj
<br>
Grundgütiger, woher hat sie diese Ideen?
<div class=""trans"">-Good gracious, where did she ever get an idea like that?</div>
"
frequent-german-7582,versüßen,"
<div class=""trans"">sweeten</div>
vb
<br>
Dann musst du mir den Deal schon ein bisschen versüßen.
<div class=""trans"">-You're going to have to sweeten the deal a little bit for me.</div>
"
frequent-german-7583,Portal,"
<div class=""trans"">portal</div>
N
<br>
Es ist auch ein Portal in eine andere Dimension der Zeit.
<div class=""trans"">-It's also a portal to another dimension in time.</div>
"
frequent-german-7584,Gästehaus,"
<div class=""trans"">guesthouse</div>
N
<br>
Wir haben für Sie alle Zimmer drüben im Gästehaus.
<div class=""trans"">-We have facilities for all of you over at the guest house.</div>
"
frequent-german-7585,gedeihen,"
<div class=""trans"">thrive</div>
vb
<br>
In dieser entzauberten Welt gedeihen utopische Träume.
<div class=""trans"">-In this disenchanted environment, dreams of utopia thrive.</div>
"
frequent-german-7586,Wiedereintritt,"
<div class=""trans"">re-entry</div>
M
<br>
Sie sagten, die Fähre wird beim Wiedereintritt verbrennen.
<div class=""trans"">-You said the shuttle would burn up on re-entry.</div>
"
frequent-german-7587,aufholen,"
<div class=""trans"">catch up, make up</div>
vb
<br>
In diesem Haus wird viel darüber geredet, dass die neuen Mitgliedstaaten bei der Entwicklung aufholen müssen.
<div class=""trans"">-Much is said in this House about the need for the new Member States to catch up in terms of development.</div>
"
frequent-german-7588,stressig,"
<div class=""trans"">stressful; stressfully</div>
adj; adv
<br>
Es ist nur, mein Leben ist momentan ziemlich stressig.
<div class=""trans"">-It's just, my life's really stressful right now.</div>
"
frequent-german-7589,austreten,"
<div class=""trans"">escape, resign</div>
vb
<br>
Kann ich aus dem Verband austreten?
<div class=""trans"">-Can I resign from the association?</div>
"
frequent-german-7590,Verwarnung,"
<div class=""trans"">reprimand</div>
F
<br>
John, Sie erhalten eine mündliche Verwarnung.
<div class=""trans"">-John, you just earned a formal reprimand.</div>
"
frequent-german-7591,Proton,"
<div class=""trans"">Proton</div>
N
<br>
In diesem Atom befindet sich ein Proton.
<div class=""trans"">-In that atom, there is a proton.</div>
"
frequent-german-7592,Billion,"
<div class=""trans"">trillion</div>
F; nu
<br>
Also werde ich den Markt mit einer Billion U.S. Dollar überfluten.
<div class=""trans"">-So, I am going to flood the markets with one trillion U.S. dollars.</div>
"
frequent-german-7593,Programmierer,"
<div class=""trans"">programmer</div>
M
<br>
Ich bin eventuell mehr als nur ein Programmierer.
<div class=""trans"">-I might be a little more than just a programmer.</div>
"
frequent-german-7594,Parkhaus,"
<div class=""trans"">car park</div>
N
<br>
Bitte begeben Sie sich zur Sammelstelle beim Parkhaus Eins.
<div class=""trans"">-Please make your way to the assembly point in the car park one.</div>
"
frequent-german-7595,Impfstoff,"
<div class=""trans"">vaccine</div>
M
<br>
Dieser Impfstoff wurde Ihnen/Ihrem Kind persönlich verschrieben.
<div class=""trans"">-This vaccine has been prescribed for you/ your child.</div>
"
frequent-german-7596,Immunsystem,"
<div class=""trans"">immune system</div>
N
<br>
Wahrscheinlich, wie bei einem Menschen ohne Immunsystem.
<div class=""trans"">-That's our guess, similar to a man with no immune system.</div>
"
frequent-german-7597,spazierengehen,"
<div class=""trans"">take a walk; strolling</div>
vb; N
<br>
Lass uns heute Abend spazierengehen.
<div class=""trans"">-Let's take a walk tonight.</div>
"
frequent-german-7598,einhundert,"
<div class=""trans"">one hundred</div>
nu; F
<br>
Ich würde für dich einhundertmal sterben.
<div class=""trans"">-I would die for you one hundred times over.</div>
"
frequent-german-7599,qualvoll,"
<div class=""trans"">painful; painfully</div>
adj; adv
<br>
Deine Narben sagen mir, dein Eintritt war qualvoll.
<div class=""trans"">-I can tell from your scars your entry was painful.</div>
"
frequent-german-7600,wissend,"
<div class=""trans"">knowing</div>
adj
<br>
Sie werden sicher zu ihren Familien heimkehren, wissend, dass sie alle Erwartungen übertroffen haben.
<div class=""trans"">-They'll return safely home to their families knowing they've exceeded every expectation.</div>
"
frequent-german-7601,auffrischen,"
<div class=""trans"">refresh</div>
vb2
<br>
Dann lassen Sie mich Ihre Erinnerung auffrischen.
<div class=""trans"">-Well, here, let me refresh your memory.</div>
"
frequent-german-7602,Gründung,"
<div class=""trans"">foundation</div>
F
<br>
Unsere Firma feierte das 40-jährige Jubiläum ihrer Gründung.
<div class=""trans"">-Our company had the fortieth anniversary of its foundation.</div>
"
frequent-german-7603,Verurteilter,"
<div class=""trans"">convict</div>
M
<br>
Der Mann, den du gerade umgebracht hast, war ein zum Tode Verurteilter.
<div class=""trans"">-The man you've just killed was a convict on death row.</div>
"
frequent-german-7604,Einwohner,"
<div class=""trans"">inhabitant</div>
M
<br>
Prag hat etwa eine Million Einwohner.
<div class=""trans"">-Prague has about one million inhabitants.</div>
"
frequent-german-7605,entgegennehmen,"
<div class=""trans"">accept, receive</div>
vb
<br>
Vergangene Nacht blieb ich daheim, um Ihren Anruf entgegennehmen zu können.
<div class=""trans"">-Last night I stayed home to be able to receive your phone call.</div>
"
frequent-german-7606,Eingangshalle,"
<div class=""trans"">lobby</div>
F
<br>
John und drei andere Leute warten in der Eingangshalle.
<div class=""trans"">-John and three other people are waiting in the lobby.</div>
"
frequent-german-7607,derzeitig,"
<div class=""trans"">present</div>
adj
<br>
Er ist mit seinem derzeitigen Gehalt nicht zufrieden.
<div class=""trans"">-He is not content with his present salary.</div>
"
frequent-german-7608,seriös,"
<div class=""trans"">serious; seriously</div>
adj; adv
<br>
Andererseits muss ich zugeben, dass du etwas zu seriös für mich bist.
<div class=""trans"">-Although I must admit that you are a little too serious for me.</div>
"
frequent-german-7609,Vorrichtung,"
<div class=""trans"">device, equipment</div>
F
<br>
Die Vorrichtung ist einfach an unterschiedliche Produktformate anpassbar.
<div class=""trans"">-The device can easily be adapted to different product formats.</div>
"
frequent-german-7610,festfahren,"
<div class=""trans"">get stuck</div>
vb2
<br>
Nur einer wie du kann ein Boot so festfahren!
<div class=""trans"">-Only someone like you could get a boat stuck like this!</div>
"
frequent-german-7611,zutragen,"
<div class=""trans"">report to; happen</div>
vb; vbr
<br>
Immerhin hätte sich diese Sache tatsächlich zugetragen haben können.
<div class=""trans"">-After all, this situation of yours could have actually happened.</div>
"
frequent-german-7612,überwältigen,"
<div class=""trans"">overpower</div>
vb
<br>
Schwer zu glauben, dass irgendwas ihn überwältigen könnte.
<div class=""trans"">-It's hard to imagine anything could overpower him.</div>
"
frequent-german-7613,voreingenommen,"
<div class=""trans"">biased</div>
adj
<br>
Das Familiengericht ist wirklich voreingenommen gegenüber Männern.
<div class=""trans"">-The family court system truly is biased against men.</div>
"
frequent-german-7614,Hauptdarsteller,"
<div class=""trans"">leading man</div>
M
<br>
Wir haben keinen Hauptdarsteller, sondern einen Clown.
<div class=""trans"">-We don't have a leading man, we have a clown.</div>
"
frequent-german-7615,grenzenlos,"
<div class=""trans"">unlimited; infinitely</div>
adj; adv
<br>
Mein Leben ist jetzt immer noch lustig aber grenzenlos erfüllend.
<div class=""trans"">-My life now is still just as fun but infinitely more fulfilling.</div>
"
frequent-german-7616,schwenken,"
<div class=""trans"">pivot, swing; pivoting</div>
vb; N
<br>
Den Bremssattel nach unten schwenken und positionieren.
<div class=""trans"">-Pivot the caliper down into position.</div>
"
frequent-german-7617,auffüllen,"
<div class=""trans"">fill (up), replenish</div>
vb
<br>
Primärbilder sind groß und können die Festplatte schnell auffüllen.
<div class=""trans"">-Primary images are large and can quickly fill your hard disk.</div>
"
frequent-german-7618,unauffindbar,"
<div class=""trans"">untraceable</div>
adj
<br>
Unser geheimnisvoller Drogenbaron wäscht sein Geld und macht es unauffindbar.
<div class=""trans"">-Our mysterious drug lord is laundering his money, making it untraceable.</div>
"
frequent-german-7619,betören,"
<div class=""trans"">infatuate (fml)</div>
vb
<br>
Er war ganz betört von mir.
<div class=""trans"">-He was quite infatuated with me.</div>
"
frequent-german-7620,erzürnen,"
<div class=""trans"">anger</div>
vb2
<br>
Deine Anwesenheit hier dient nur dazu, ihn zu erzürnen.
<div class=""trans"">-Your presence here only serves to anger him.</div>
"
frequent-german-7621,Röntgenbild,"
<div class=""trans"">X-ray</div>
N
<br>
Das ist ein Röntgenbild seines unteren Darms.
<div class=""trans"">-That's an X-ray of his lower intestine.</div>
"
frequent-german-7622,Gedächtnisverlust,"
<div class=""trans"">memory loss</div>
M
<br>
Unser erster Schritt ist den Gedächtnisverlust zu stoppen.
<div class=""trans"">-Our first step is just to stop memory loss.</div>
"
frequent-german-7623,Schnellzug,"
<div class=""trans"">express (train)</div>
M
<br>
Der Schnellzug ist eine Stunde schneller als der Personenzug.
<div class=""trans"">-The express train is an hour faster than the local one.</div>
"
frequent-german-7624,Beunruhigung,"
<div class=""trans"">concern, worry</div>
F
<br>
Da gab es einen Moment großer Beunruhigung.
<div class=""trans"">-So, there was a moment of great concern.</div>
"
frequent-german-7625,Betrug,"
<div class=""trans"">fraud</div>
M
<br>
Erstens sind die betroffenen Kleinunternehmen Opfer von Betrug.
<div class=""trans"">-Firstly, the small businesses involved are the victims of fraud.</div>
"
frequent-german-7626,belauschen,"
<div class=""trans"">overhear, eavesdrop</div>
vb
<br>
Es ist widerlich, Menschen zu belauschen.
<div class=""trans"">-It's despicable to eavesdrop on people like that.</div>
"
frequent-german-7627,Abendkleid,"
<div class=""trans"">evening dress</div>
N
<br>
Und außerdem musst du dir dazu ein neues Abendkleid machen lassen.
<div class=""trans"">-And also, you need to have a new evening dress made.</div>
"
frequent-german-7628,ungeschützt,"
<div class=""trans"">vulnerable</div>
adj
<br>
Sie sind ungeschützt, weil Sie das Internet verwenden.
<div class=""trans"">-You're vulnerable because you use the Internet.</div>
"
frequent-german-7629,instinktiv,"
<div class=""trans"">instinctive; instinctively</div>
adj; adv
<br>
Alle Hunde wissen instinktiv, wie man schwimmen muss.
<div class=""trans"">-All canines instinctively know how to swim.</div>
"
frequent-german-7630,zirpen,"
<div class=""trans"">chirp; chirping</div>
vb; N
<br>
Das bekannte Zirpen wird von den Männchen verursacht.
<div class=""trans"">-The famous chirp is produced by males.</div>
"
frequent-german-7631,konföderiert,"
<div class=""trans"">confederate</div>
adj
<br>
Es gehört der konföderierten Regierung, nehme ich an.
<div class=""trans"">-It belongs to the Confederate government, I suppose.</div>
"
frequent-german-7632,schwachsinnig,"
<div class=""trans"">ridiculous; ridiculously</div>
adj; adv
<br>
Es ist kein Bluff und es ist nicht schwachsinnig.
<div class=""trans"">-It is not a bluff, and it is not ridiculous.</div>
"
frequent-german-7633,Memoiren,"
<div class=""trans"">memoirs</div>
nnpl
<br>
Das ist das erste Kapitel seiner Memoiren.
<div class=""trans"">-That's the first chapter of his memoirs.</div>
"
frequent-german-7634,weitersuchen,"
<div class=""trans"">keep looking</div>
vb
<br>
Keine Ahnung, aber ich denke, wir sollten trotzdem weitersuchen.
<div class=""trans"">-I don't know, but I think we need to keep looking anyway.</div>
"
frequent-german-7635,verstimmen,"
<div class=""trans"">upset; get out of tune</div>
vb; vbr
<br>
Wir wollten euch mit dem Vorschlag, ein Wirt zu werden, nicht verstimmen.
<div class=""trans"">-We didn't mean to upset you with the suggestion of becoming a host.</div>
"
frequent-german-7636,erklingen,"
<div class=""trans"">(re)sound, ring out</div>
vb
<br>
Hier kann jeder seine eigene Stimme und Obertöne erklingen lassen!
<div class=""trans"">-Here everyone can let his own voice and overtone resound!</div>
"
